[dynet] random seed: 3
[dynet] allocating memory: 512MB
[dynet] memory allocation done.
Output subdirectory: `models/temp/20190105_145958`.
Saving logs to `models/temp/20190105_145958/log`.
Saving predictions to `models/temp/20190105_145958/output`.
Saving models to `models/temp/20190105_145958`.
Loading training trees from `data/ptb/train.trees`...
Loading development trees from `data/ptb/dev.trees`...
Loading test trees from `data/ptb/test.trees`...
Constructing vocabularies...
Corpus statistics:
Vocab: 47,466 words, 26 nonterminals, 28 actions
Train: 45,445 sentences
Dev: 1,346 sentences
Test: 2,416 sentences
Initializing model...
Number of parameters: 766,078
Building sgd optimizer...
Start training...
| epoch 1 | step      1/ 4544 (0%) | loss 195.544 | lr 1.0e-01 | 24.1 sents/sec |  2.4 updates/sec | elapsed 0h00m00s | eta 0h31m21s 
| epoch 1 | step      2/ 4544 (0%) | loss 204.256 | lr 1.0e-01 | 24.5 sents/sec |  2.5 updates/sec | elapsed 0h00m00s | eta 0h30m53s 
| epoch 1 | step      3/ 4544 (0%) | loss 143.233 | lr 1.0e-01 | 25.0 sents/sec |  2.5 updates/sec | elapsed 0h00m01s | eta 0h30m17s 
| epoch 1 | step      4/ 4544 (0%) | loss 112.119 | lr 1.0e-01 | 26.1 sents/sec |  2.6 updates/sec | elapsed 0h00m01s | eta 0h28m58s 
| epoch 1 | step      5/ 4544 (0%) | loss  80.593 | lr 1.0e-01 | 27.6 sents/sec |  2.8 updates/sec | elapsed 0h00m01s | eta 0h27m22s 
| epoch 1 | step      6/ 4544 (0%) | loss 103.259 | lr 1.0e-01 | 28.0 sents/sec |  2.8 updates/sec | elapsed 0h00m02s | eta 0h27m03s 
| epoch 1 | step      7/ 4544 (0%) | loss 127.442 | lr 1.0e-01 | 27.2 sents/sec |  2.7 updates/sec | elapsed 0h00m02s | eta 0h27m47s 
| epoch 1 | step      8/ 4544 (0%) | loss 130.051 | lr 1.0e-01 | 26.7 sents/sec |  2.7 updates/sec | elapsed 0h00m02s | eta 0h28m19s 
| epoch 1 | step      9/ 4544 (0%) | loss 108.544 | lr 1.0e-01 | 27.1 sents/sec |  2.7 updates/sec | elapsed 0h00m03s | eta 0h27m54s 
| epoch 1 | step     10/ 4544 (0%) | loss 108.266 | lr 1.0e-01 | 27.2 sents/sec |  2.7 updates/sec | elapsed 0h00m03s | eta 0h27m49s 
| epoch 1 | step     11/ 4544 (0%) | loss  94.928 | lr 1.0e-01 | 27.7 sents/sec |  2.8 updates/sec | elapsed 0h00m03s | eta 0h27m16s 
| epoch 1 | step     12/ 4544 (0%) | loss 110.121 | lr 1.0e-01 | 27.9 sents/sec |  2.8 updates/sec | elapsed 0h00m04s | eta 0h27m07s 
| epoch 1 | step     13/ 4544 (0%) | loss 102.382 | lr 1.0e-01 | 28.1 sents/sec |  2.8 updates/sec | elapsed 0h00m04s | eta 0h26m52s 
| epoch 1 | step     14/ 4544 (0%) | loss  88.044 | lr 1.0e-01 | 28.5 sents/sec |  2.8 updates/sec | elapsed 0h00m04s | eta 0h26m32s 
| epoch 1 | step     15/ 4544 (0%) | loss 101.143 | lr 1.0e-01 | 28.5 sents/sec |  2.9 updates/sec | elapsed 0h00m05s | eta 0h26m27s 
| epoch 1 | step     16/ 4544 (0%) | loss 116.766 | lr 1.0e-01 | 28.2 sents/sec |  2.8 updates/sec | elapsed 0h00m05s | eta 0h26m43s 
| epoch 1 | step     17/ 4544 (0%) | loss  88.893 | lr 1.0e-01 | 28.5 sents/sec |  2.8 updates/sec | elapsed 0h00m05s | eta 0h26m30s 
| epoch 1 | step     18/ 4544 (0%) | loss 103.379 | lr 1.0e-01 | 28.4 sents/sec |  2.8 updates/sec | elapsed 0h00m06s | eta 0h26m31s 
| epoch 1 | step     19/ 4544 (0%) | loss  90.053 | lr 1.0e-01 | 28.7 sents/sec |  2.9 updates/sec | elapsed 0h00m06s | eta 0h26m19s 
