elbo,-kl,log_px,log_py
-1.59498,-1.67602,-0.601908,-0.825471
-1.14124,-1.10148,-0.350659,-0.680434
-1.83437,-1.92677,-0.604839,-1.03685
-1.43456,-1.71212,-0.474181,-0.789167
-1.5376,-1.51972,-0.507119,-0.878505
-1.08785,-1.14772,-0.351305,-0.621776
-1.80905,-1.6877,-0.573251,-1.06703
-1.08402,-1.25272,-0.383818,-0.574933
-1.58472,-1.67873,-0.56461,-0.852235
-1.40841,-1.4997,-0.457407,-0.801031
-1.61019,-1.73439,-0.547534,-0.889214
-0.465016,-0.502387,-0.170751,-0.244026
-0.79377,-0.927424,-0.227528,-0.4735
-0.756253,-1.03811,-0.243643,-0.408799
-1.04888,-1.14687,-0.318172,-0.616024
-1.47258,-1.41655,-0.443519,-0.887402
-1.5525,-1.65678,-0.475493,-0.911326
-1.22046,-1.3878,-0.419931,-0.661745
-1.10682,-1.17469,-0.368567,-0.620779
-0.975886,-1.40505,-0.296086,-0.539295
-1.67492,-1.95756,-0.578217,-0.900943
-1.88105,-2.65677,-0.553376,-1.062
-0.825124,-0.710448,-0.277451,-0.476629
-1.3717,-1.54301,-0.417544,-0.799854
-1.30527,-1.38944,-0.415356,-0.750968
-1.53114,-1.60656,-0.582707,-0.787774
-1.2137,-1.35815,-0.395998,-0.681886
-1.65638,-2.01609,-0.586695,-0.868073
-1.41461,-1.5347,-0.438217,-0.822923
-1.18674,-1.18536,-0.335554,-0.732647
-1.70475,-1.61356,-0.550906,-0.992492
-1.32054,-1.72276,-0.446937,-0.701328
-0.835159,-0.857888,-0.280205,-0.469165
-0.982981,-1.14061,-0.302365,-0.566555
-2.38562,-2.7103,-0.821226,-1.29337
-1.31985,-1.45137,-0.416546,-0.758172
-1.05937,-1.20475,-0.344845,-0.594045
-1.31475,-1.38156,-0.39856,-0.778036
-0.979556,-1.08962,-0.303023,-0.567571
-1.50817,-1.58627,-0.530503,-0.819042
-1.79746,-2.03274,-0.581718,-1.01247
-0.820176,-0.908981,-0.256938,-0.47234
-1.60504,-2.49555,-0.505845,-0.849642
-1.22974,-1.57206,-0.421832,-0.650705
-1.39799,-1.64474,-0.483664,-0.749852
-1.55638,-1.63389,-0.490053,-0.902942
-0.849306,-0.759698,-0.327214,-0.446121
-1.4688,-1.52367,-0.47395,-0.842485
-1.82381,-1.97047,-0.561052,-1.06571
-1.40532,-1.79447,-0.46151,-0.764359
-0.92963,-1.03263,-0.313376,-0.512991
-1.77106,-1.78831,-0.596477,-0.99575
-1.78187,-1.82989,-0.542496,-1.05639
-1.19077,-1.46621,-0.360651,-0.683503
-1.61333,-1.56955,-0.443994,-1.01238
-1.56386,-1.94656,-0.501987,-0.867218
-1.12118,-1.34461,-0.366203,-0.620513
-1.16329,-1.53377,-0.41331,-0.596599
-0.499664,-0.737245,-0.109099,-0.316841
-1.70659,-1.74915,-0.529383,-1.00229
-0.639935,-0.747035,-0.174882,-0.39035
-0.352796,-0.560174,-0.092447,-0.204332
-1.48054,-1.45049,-0.430909,-0.904582
-1.48038,-1.61645,-0.451252,-0.86748
-1.03539,-0.935759,-0.272452,-0.669362
-1.59516,-1.18811,-0.559935,-0.916417
-1.17703,-1.62685,-0.447272,-0.567069
-1.56214,-1.61347,-0.535518,-0.865273
-0.931526,-0.744985,-0.295106,-0.561921
-0.68492,-0.71705,-0.252753,-0.360462
-1.1158,-1.27228,-0.322248,-0.66632
-1.45729,-1.61948,-0.466415,-0.828924
-1.74638,-2.06281,-0.542455,-0.997643
-1.16626,-1.2116,-0.392798,-0.652307
