elbo,-kl,log_px,log_py
-2.04597,-2.27624,-0.801318,-1.01703
-1.4308,-1.41319,-0.575784,-0.713692
-2.04923,-1.83334,-0.702773,-1.16312
-1.3764,-1.41788,-0.472007,-0.762602
-1.77611,-1.83863,-0.645715,-0.946535
-1.86446,-1.85274,-0.677424,-1.00176
-1.88671,-2.8364,-0.548088,-1.05498
-1.90244,-1.84192,-0.657529,-1.06072
-1.56881,-1.75502,-0.569525,-0.823781
-1.73073,-1.88642,-0.581682,-0.960409
-1.00722,-1.03737,-0.319615,-0.583867
-2.02094,-1.99793,-0.761734,-1.05941
-1.61619,-1.62787,-0.536979,-0.916428
-1.61433,-1.64846,-0.531883,-0.917605
-1.54537,-1.85579,-0.584594,-0.775194
-1.91333,-1.77179,-0.616009,-1.12015
-1.58129,-1.72098,-0.529199,-0.879991
-1.54875,-2.5141,-0.511288,-0.78605
-2.0841,-2.06908,-0.726102,-1.15109
-1.7413,-1.95388,-0.599683,-0.946227
-1.71971,-1.75861,-0.679599,-0.864249
-1.52439,-1.53015,-0.495015,-0.876356
-1.61679,-1.73483,-0.566513,-0.876794
-1.54834,-1.83364,-0.537837,-0.827139
-1.6003,-1.66827,-0.601968,-0.831505
-1.54664,-1.68808,-0.580586,-0.797245
-1.68986,-1.72042,-0.528373,-0.989441
-1.5073,-1.54125,-0.530382,-0.822796
-1.85106,-2.22114,-0.657236,-0.971713
-1.83142,-2.22555,-0.654891,-0.953974
-1.58305,-1.68029,-0.543847,-0.87117
-1.9047,-1.62387,-0.59903,-1.14328
-1.41621,-1.94288,-0.617294,-0.604624
-1.30838,-1.33836,-0.495956,-0.678592
-1.72018,-2.05796,-0.613552,-0.900833
-1.33111,-1.21505,-0.431792,-0.777809
-2.3681,-2.27687,-0.811623,-1.32879
-1.65755,-1.7981,-0.63928,-0.838456
-1.92997,-2.08282,-0.716096,-1.0056
-0.869725,-0.958988,-0.279181,-0.494644
-1.53772,-1.39735,-0.485528,-0.91246
-1.68585,-1.76987,-0.561467,-0.9474
-1.61836,-1.66196,-0.56921,-0.882957
-0.782087,-0.902164,-0.25172,-0.440151
-1.56969,-1.42033,-0.492829,-0.934833
-1.42509,-1.36666,-0.468578,-0.819845
-1.74328,-1.79206,-0.630199,-0.93387
-0.970519,-1.12287,-0.341072,-0.51716
-0.884088,-1.12084,-0.293694,-0.47831
-1.52036,-1.5396,-0.58642,-0.779979
-1.70878,-1.59001,-0.499286,-1.05049
-1.97668,-2.12159,-0.607742,-1.15678
-1.66434,-1.80175,-0.599561,-0.884605
-1.67049,-1.96388,-0.512772,-0.961324
-1.73912,-2.06378,-0.583012,-0.949729
-1.82572,-1.84863,-0.675255,-0.965606
-1.37127,-1.39973,-0.488319,-0.74298
-1.88214,-2.18706,-0.611301,-1.05213
-1.42866,-1.69277,-0.53133,-0.728049
-1.9849,-1.96402,-0.636277,-1.15222
-1.83637,-1.8405,-0.598946,-1.05338
-1.78562,-1.65595,-0.588165,-1.03186
-1.96803,-2.11635,-0.562443,-1.19395
-1.74699,-1.87967,-0.640895,-0.918123
-1.99715,-2.01954,-0.701775,-1.09342
-1.59574,-1.59838,-0.531397,-0.904505
-1.28975,-1.47927,-0.447379,-0.694444
-1.56954,-1.90597,-0.546348,-0.8326
-2.18533,-2.61811,-0.516301,-1.40722
-1.37762,-1.58121,-0.551642,-0.667854
-1.4404,-1.41338,-0.486213,-0.812845
-1.16853,-1.37494,-0.370674,-0.660364
-1.6555,-2.57908,-0.51787,-0.879721
-0.664601,-0.883096,-0.228217,-0.348074
-1.63897,-1.92837,-0.521327,-0.924807
-0.817638,-0.941779,-0.289426,-0.434035
-2.16285,-2.62218,-0.67747,-1.22316
-1.49571,-1.68951,-0.509517,-0.817239
-1.58496,-1.96147,-0.565488,-0.823325
-1.64072,-1.92472,-0.578612,-0.869639
-2.02268,-1.98004,-0.673946,-1.15073
-1.91536,-1.74687,-0.593229,-1.14745
-1.62965,-1.94713,-0.58997,-0.844963
-1.4175,-1.55426,-0.440627,-0.821446
-1.76806,-2.19337,-0.640617,-0.908109
-1.67941,-1.94408,-0.558846,-0.926159
-1.61986,-1.6834,-0.553706,-0.897813
-1.71362,-1.63707,-0.542934,-1.00698
-1.76358,-2.03677,-0.613832,-0.946073
-1.70013,-1.68318,-0.59465,-0.937158
-1.52349,-1.70772,-0.532262,-0.820454
-1.50762,-2.23039,-0.33739,-0.947191
-0.529494,-0.709732,-0.148491,-0.31003
-1.63132,-1.68948,-0.613,-0.849371
-0.877304,-0.957336,-0.250801,-0.530769
-1.20012,-1.2007,-0.395552,-0.684497
-1.71609,-1.77534,-0.563944,-0.974608
-1.9271,-2.08702,-0.628653,-1.08974
-1.3026,-1.66264,-0.401694,-0.734643
-0.505355,-0.672572,-0.117088,-0.32101
-1.33761,-1.36813,-0.340611,-0.860183
-1.33873,-1.45048,-0.408775,-0.784905
-1.34338,-1.58966,-0.433003,-0.751407
-1.43385,-1.48702,-0.360519,-0.924627
-1.91795,-2.10854,-0.648252,-1.05884
-1.53375,-2.12711,-0.624023,-0.697021
-1.40664,-1.58891,-0.449807,-0.797947
-1.8461,-2.09412,-0.639162,-0.997527
-0.810109,-0.869875,-0.275273,-0.447849
-1.80425,-2.17286,-0.607364,-0.979603
-0.475489,-0.641163,-0.164759,-0.246614
-1.67301,-2.00802,-0.593952,-0.878261
-1.13281,-1.30219,-0.366618,-0.635974
-1.20799,-1.46823,-0.383434,-0.677732
-1.70375,-1.70817,-0.524212,-1.00872
-1.57227,-1.76495,-0.47621,-0.919564
-1.80088,-2.3612,-0.593545,-0.971217
-0.726418,-0.812563,-0.231678,-0.413483
-1.28458,-1.73961,-0.483118,-0.627502
-1.5607,-1.57491,-0.4691,-0.934106
-1.91965,-2.12479,-0.649431,-1.05774
