elbo,-kl,log_px,log_py
-91.419,-22.8338,-11.3485,-77.7871
-107.516,-21.7164,-13.1421,-92.2022
-49.0272,-11.2691,-6.37871,-41.5216
-40.3518,-13.9512,-6.62099,-32.3356
-94.63,-17.7886,-13.4398,-79.4114
-121.222,-23.6151,-15.6621,-103.198
-49.1108,-10.1862,-5.61671,-42.4755
-138.18,-23.4981,-19.7852,-116.045
-104.415,-25.0729,-10.8597,-91.0481
-93.8632,-26.117,-12.4251,-78.8264
-61.7164,-18.6112,-8.77289,-51.0824
-83.588,-22.1471,-11.5948,-69.7785
-114.131,-36.8053,-15.3284,-95.1224
-71.5247,-19.4794,-7.05639,-62.5203
-128.809,-16.9186,-15.6294,-111.488
-92.9877,-19.3333,-12.1482,-78.9061
-96.821,-22.2641,-11.5674,-83.0271
-104.445,-14.1078,-12.4328,-90.6017
-60.6116,-46.0544,-8.63245,-47.3737
-125.406,-32.0001,-14.9233,-107.283
-89.4383,-25.1012,-12.2738,-74.6544
-88.9987,-22.6527,-10.4346,-76.2989
-111.075,-18.6789,-14.3814,-94.8253
-66.3038,-20.2835,-9.20011,-55.0753
-109.159,-11.8909,-11.915,-96.0545
-75.9792,-13.6032,-9.86571,-64.7532
-87.0384,-23.7695,-11.4301,-73.2313
-93.8235,-11.1284,-12.1603,-80.5503
-97.4011,-20.9608,-11.2349,-84.0701
-106.215,-18.1593,-12.6812,-91.7183
-111.432,-27.8009,-13.0758,-95.5757
-111.863,-11.8518,-15.0308,-95.6469
-132.495,-27.9308,-16.5591,-113.142
-101.479,-20.1187,-12.8818,-86.5851
-105.816,-30.6569,-12.5106,-90.2395
